dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2021-9116-AFG,Baghlan,Admin1,Baghlan,,llm_gadm,GAUL,3,geodetic,21121049929.072617,233192333519.42126,17617276242.305164,236696107206.18872,0.8341098715010095,0.07554826514413657,0.07442993655556215,False,False,False,False
2021-9116-AFG,Balkh,Admin1,Balkh,,llm_gadm,GAUL,3,geodetic,17253695915.178047,233192333519.42126,17176553111.277716,233269476323.3216,0.995528911354438,0.07365830965385137,0.07363395066515376,False,False,False,False
2021-9116-AFG,Takhar,Admin1,Takhar,,llm_gadm,GAUL,3,geodetic,12336777580.874582,233192333519.42126,12313564061.924818,233215547038.37103,0.9981183482641568,0.05280432626615185,0.05279907029482414,False,False,False,False
2021-9116-AFG,Jawzjan,Admin1,Jawzjan,,llm_gadm,GAUL,3,geodetic,11801654115.637299,233192333519.42126,11777587568.179167,233216400066.8794,0.9979607479407278,0.05050589524289948,0.050500683334455516,False,False,False,False
2021-9116-AFG,Samangan,Admin1,Samangan,,llm_gadm,GAUL,3,geodetic,11263611672.154865,233192333519.42126,11253540336.164078,233202404855.41205,0.9991058519874504,0.048258620540056626,0.048256536390100226,False,False,False,False
2021-9116-AFG,Faryab,Admin1,Faryab,,llm_gadm,GAUL,3,geodetic,20295648683.68933,233192333519.42126,20258563729.771343,233229418473.33926,0.9981727633102069,0.08687491318441702,0.08686109952328816,False,False,False,False
2021-9116-AFG,Kunduz,Admin1,Kunduz,,llm_gadm,GAUL,3,geodetic,8041937996.13591,233192333519.42126,8017911550.293482,233216359965.2637,0.9970123562437347,0.034383255355286864,0.03437971311912983,False,False,False,False
2021-9359-MOZ,Cabo Delgado,Admin1,Cabo Delgado,,llm_gadm,GAUL,3,geodetic,77773754282.702,278328250008.33673,77672256591.80116,278429747699.23755,0.9986949621779618,0.2790670964570598,0.27896536642953634,False,False,False,False
2021-9359-MOZ,Niassa,Admin1,Nassa,,llm_gadm,GAUL,3,geodetic,129238147183.37822,278328250008.33673,121908465237.923,285657931953.792,0.9432854609478809,0.4380024853182223,0.42676380244061596,False,False,False,False
2021-9359-MOZ,Nampula,Admin1,Nampula,,llm_gadm,GAUL,3,geodetic,78164094656.2164,278328250008.33673,78079677159.76114,278412667504.792,0.9989199964916559,0.2805309096630415,0.28044584989444576,False,False,False,False
2021-9569-BRA,Paraná,Admin1,Paraná,,llm_gadm,GAUL,3,geodetic,199319284766.1271,198583637398.09128,198465874145.47913,199437048018.73926,0.9957183740567335,0.9994069841092895,0.9951304239462626,False,False,False,False
2021-9786-ZWE,Matabeleland South,Admin1,Matabeleland South,,llm_gadm,GAUL,3,geodetic,54102073739.69884,146469858640.9124,54028299448.675,146543632931.93628,0.9986363870010088,0.3688697452841239,0.3686840456164275,False,False,False,False
2021-9786-ZWE,Manicaland,Admin1,Manicaland,,llm_gadm,GAUL,3,geodetic,35634986336.231316,146469858640.9124,35606227918.453674,146498617058.69006,0.9991929723921796,0.24309593966186865,0.24304821870222268,False,False,False,False
2021-9786-ZWE,Masvingo,Admin1,Masvingo,,llm_gadm,GAUL,3,geodetic,56421019604.42484,146469858640.9124,56356467641.9207,146534410603.41656,0.9988558880545455,0.38476494867169236,0.3845954503781701,False,False,False,False
